# UNIQUE PLAYERS: 102
2: 20,47,36,27,3,100,34,10,26,101
2: 20,47,3,34,100,36,101,10,26,27
2: 3,27,20,36,100,34,47,10,101,26
2: 20,100,47,36,27,34,10,3,26,101
2: 20,27,36,3,47,101,100,10,34,26
2: 36,27,3,101,20,47,100,10,34,26
2: 27,36,20,47,100,34,3,10,26,101
2: 27,20,36,47,34,100,10,26,3,101
2: 20,100,34,47,10,26,3,101,36,27
2: 101,27,3,100,36,20,34,47,10,26
2: 47,100,20,34,36,27,3,101,10,26
2: 20,36,100,27,47,34,10,101,3,26
2: 20,36,27,100,47,34,101,10,26,3
2: 20,36,27,3,47,100,34,101,10,26
2: 27,20,100,47,10,34,36,3,101,26
2: 20,27,36,47,10,3,101,100,34,26
2: 20,27,36,100,34,3,47,10,101,26
2: 36,20,47,34,10,27,26,100,101,3
2: 36,27,100,34,20,3,47,10,26,101
2: 36,20,34,101,100,27,47,10,26,3
2: 20,34,47,100,26,10,101,3,36,27
2: 20,100,27,36,47,10,3,34,101,26
2: 27,20,100,36,47,3,10,34,101,26
2: 47,20,100,10,101,34,3,26,36,27
2: 27,36,100,3,20,34,47,10,26,101
2: 20,36,27,100,34,3,10,47,26,101
1: 0,1,2,3,4,5,6,7,8,9
1: 10,11,12,13,14,15,3,16,17,18
1: 7,16,19,10,20,21,4,22,23,24
1: 25,26,11,27,28,19,29,30,31,32
1: 33,34,3,35,16,36,37,9,38,39
1: 34,40,16,26,20,41,42,43,44,45
1: 36,2,19,46,47,48,4,12,38,42
1: 19,12,49,42,37,50,3,15,51,52
1: 12,53,7,54,55,42,44,0,41,37
1: 19,47,35,29,42,56,46,41,54,36
1: 10,25,47,42,33,17,2,34,7,15
1: 25,36,12,6,9,4,54,57,56,34
1: 58,11,0,16,15,47,7,1,37,57
1: 37,7,20,4,17,41,26,59,11,60
1: 26,10,47,40,20,37,42,43,61,62
1: 3,49,63,7,39,29,64,34,65,36
1: 44,42,3,0,55,20,66,57,37,38
1: 20,67,31,7,38,26,54,1,6,2
1: 63,3,58,44,34,10,68,4,38,53
1: 65,7,21,42,69,4,45,6,58,36
1: 10,52,3,20,17,2,11,1,61,36
1: 16,42,54,1,49,3,27,20,37,11
1: 36,47,29,42,44,55,12,30,8,57
1: 47,12,52,11,10,7,30,70,57,66
1: 29,26,71,46,44,45,2,72,16,36
1: 16,44,7,73,6,43,37,74,9,19
1: 40,36,16,19,42,47,75,37,64,32
1: 1,21,36,29,37,63,42,76,28,57
1: 29,16,42,34,41,13,36,58,1,47
1: 10,77,3,20,78,48,79,46,16,65
1: 34,10,11,3,20,7,58,53,50,46
1: 45,63,36,52,28,49,16,3,15,20
1: 3,48,23,30,6,2,77,46,41,36
1: 47,3,30,26,7,33,12,42,34,1
1: 55,36,63,16,52,70,45,7,53,4
1: 19,65,30,11,20,3,7,36,58,24
1: 6,17,56,63,23,1,80,7,22,81
1: 54,82,37,11,9,15,21,49,63,34
1: 44,54,55,81,43,6,16,53,13,2
1: 54,42,3,7,27,34,36,24,81,35
1: 49,29,11,47,25,21,56,27,72,54
1: 42,63,25,15,34,49,27,19,17,54
1: 6,83,37,1,44,21,58,27,7,54
1: 42,10,40,54,3,26,20,47,38,36
1: 47,28,33,26,3,23,53,82,15,7
1: 47,78,5,25,40,10,17,3,69,42
1: 19,16,25,57,10,6,84,4,37,53
1: 29,7,30,62,66,79,67,74,85,65
1: 10,36,44,29,47,42,2,61,38,8
1: 19,44,55,29,73,26,49,2,6,57
1: 16,30,34,27,3,42,54,45,86,36
1: 13,34,16,7,11,20,78,47,4,50
1: 10,36,38,54,12,19,83,34,27,53
1: 82,10,0,44,47,35,3,12,40,6
1: 43,87,48,16,19,27,74,11,1,17
1: 42,29,47,40,21,20,15,14,55,37
1: 47,75,2,40,27,79,3,82,50,54
1: 36,10,40,29,52,34,38,63,20,54
1: 27,41,78,58,86,11,42,82,54,73
1: 15,3,10,8,19,63,23,44,11,58
1: 46,16,70,29,58,26,3,88,23,40
1: 16,34,52,35,29,20,7,45,88,82
1: 10,26,40,29,47,2,20,52,15,57
1: 25,86,29,1,2,47,58,37,84,54
1: 20,19,36,63,17,1,6,54,46,58
1: 36,1,48,47,15,0,27,58,6,4
1: 16,20,89,26,15,31,34,63,45,2
1: 3,34,63,10,4,7,38,54,84,36
1: 29,3,2,27,63,1,16,47,50,36
1: 20,29,2,23,1,55,49,37,45,36
1: 82,53,38,52,7,90,58,25,42,79
1: 34,16,29,65,58,20,11,7,36,4
1: 3,27,23,10,70,6,21,38,57,44
1: 19,40,12,1,25,21,66,38,46,48
1: 47,29,16,8,7,11,67,46,1,34
1: 10,21,11,1,12,16,81,58,45,86
1: 47,66,58,26,5,48,86,8,53,24
1: 20,44,19,16,3,43,42,82,63,57
1: 75,10,36,1,34,54,68,6,37,59
1: 34,29,21,44,3,47,91,42,20,81
1: 27,12,23,16,26,10,11,54,50,46
1: 19,75,45,34,36,80,38,73,63,29
1: 36,47,44,42,21,53,4,26,29,57
1: 58,42,11,73,4,61,34,12,9,2
1: 10,42,3,44,48,83,2,30,15,8
1: 13,43,78,37,46,0,36,16,23,24
1: 11,16,34,3,9,1,88,58,38,4
1: 42,24,49,47,37,46,34,3,20,86
1: 34,35,0,27,8,78,12,47,11,69
1: 26,47,56,30,25,11,10,12,16,79
1: 16,82,23,4,3,19,56,83,90,20
1: 42,16,27,36,10,19,63,12,21,38
1: 36,29,25,63,27,92,3,46,20,57
1: 47,19,11,4,27,20,38,68,82,65
1: 25,26,29,38,93,53,20,12,42,24
1: 36,4,63,42,1,47,39,7,38,68
1: 6,2,16,42,19,61,20,94,23,27
1: 33,34,7,11,26,54,3,63,20,88
1: 11,40,25,17,12,38,7,2,54,61
1: 58,63,3,40,6,2,27,53,68,4
1: 36,27,12,42,7,44,6,1,40,15
1: 19,49,55,63,58,8,47,40,85,50
1: 19,16,21,7,38,52,41,49,40,17
1: 13,16,1,7,27,40,47,15,8,58
1: 63,34,40,7,42,25,44,23,45,16
1: 29,27,7,15,20,9,6,73,36,54
1: 19,10,30,57,63,49,2,20,6,16
1: 1,38,65,13,54,27,34,8,45,59
1: 36,34,26,8,54,25,38,49,69,15
1: 29,36,19,37,52,56,70,79,34,27
1: 69,26,2,12,63,20,15,87,38,16
1: 63,2,12,47,38,34,83,15,28,35
1: 10,73,54,30,85,7,13,93,1,21
1: 33,11,29,7,34,18,79,95,21,38
1: 16,34,1,2,26,7,27,21,20,25
1: 6,42,36,44,13,38,7,27,3,40
1: 37,27,63,7,36,4,54,20,78,89
1: 63,10,16,7,3,54,34,6,17,38
1: 36,47,13,30,20,56,86,82,96,6
1: 41,45,47,4,20,49,61,57,86,2
1: 6,5,47,20,19,78,46,45,59,25
1: 27,40,22,7,44,11,47,49,20,4
1: 25,83,31,55,51,70,63,26,7,47
1: 11,50,42,73,36,52,74,10,4,46
1: 29,17,25,27,6,3,62,55,36,72
1: 42,34,1,8,39,12,40,36,82,54
1: 47,42,0,25,38,40,48,36,6,54
1: 27,55,63,34,11,10,20,38,76,45
1: 55,29,35,2,26,42,21,96,1,49
1: 44,34,36,4,16,58,41,45,20,35
1: 11,12,20,49,34,36,45,14,84,4
1: 49,14,44,20,57,54,88,29,37,27
1: 17,47,3,38,75,20,25,8,67,15
1: 36,10,40,29,6,34,26,74,51,68
1: 19,75,45,3,57,58,88,79,12,61
1: 11,10,19,26,30,16,40,3,63,79
1: 10,40,49,5,63,12,54,50,47,29
1: 11,10,56,3,8,58,47,28,17,63
1: 34,27,3,25,12,58,42,1,20,6
1: 19,16,82,47,20,7,26,18,1,54
1: 3,34,26,23,62,58,27,7,45,4
1: 17,19,10,3,29,27,7,66,32,84
1: 47,3,15,11,53,6,77,28,58,27
1: 19,10,12,25,58,44,3,94,33,38
1: 3,39,47,29,7,80,40,36,58,93
1: 3,42,34,47,9,61,27,50,54,73
1: 3,86,11,73,30,35,12,54,40,24
1: 44,43,20,9,7,65,29,34,45,82
1: 81,11,94,7,40,2,63,85,44,42
1: 1,27,49,6,36,28,11,16,20,86
1: 41,1,27,24,52,43,80,42,81,16
1: 34,10,82,54,12,58,94,21,40,49
1: 40,63,46,12,27,2,52,86,4,97
1: 17,66,10,27,29,40,49,36,20,75
1: 44,34,78,2,16,37,54,42,11,65
1: 53,17,12,47,34,20,42,70,46,79
1: 16,29,34,48,80,78,63,44,53,40
1: 14,19,11,40,34,38,20,27,15,68
1: 3,47,20,85,7,58,92,50,38,4
1: 47,15,49,63,64,76,7,54,16,3
1: 2,4,79,28,52,24,36,42,85,37
1: 10,63,31,3,15,16,42,70,36,46
1: 1,47,27,25,21,45,49,44,30,36
1: 21,40,47,34,20,89,10,46,91,35
1: 12,26,75,49,38,5,29,20,16,4
1: 54,49,63,75,2,14,22,27,7,9
1: 13,23,54,25,42,43,17,59,58,47
1: 1,34,21,52,0,73,29,48,17,58
1: 3,55,21,58,8,57,46,16,4,13
1: 10,3,49,42,12,84,41,65,7,87
1: 16,36,12,46,10,35,52,3,17,68
1: 86,42,85,27,1,36,10,43,11,23
1: 6,48,7,46,38,71,40,19,42,29
1: 36,34,11,13,58,27,20,47,7,79
1: 16,17,0,38,29,21,85,67,44,92
1: 34,19,3,27,26,20,44,42,45,83
1: 42,16,58,59,17,41,63,12,1,57
1: 55,29,27,70,50,57,80,8,36,98
1: 51,92,8,16,46,3,58,19,82,47
1: 52,42,58,25,48,36,8,19,27,7
1: 10,42,73,3,29,69,99,20,71,4
1: 12,40,31,25,27,16,10,11,19,57
1: 1,2,27,39,58,29,4,20,7,54
1: 40,2,11,38,3,43,58,42,7,37
1: 19,16,10,3,44,55,78,46,60,61
1: 13,44,34,12,6,45,11,3,7,38
1: 31,40,55,8,57,73,16,79,45,54
1: 7,47,42,21,16,56,45,20,91,50
1: 1,2,42,16,56,3,85,15,34,24
1: 12,46,36,78,44,21,2,27,20,83
1: 10,44,3,55,54,36,51,67,7,61
1: 40,82,27,78,2,85,43,11,51,53
1: 21,16,63,14,53,20,25,4,89,46
1: 58,13,27,47,30,29,17,63,1,16
1: 5,21,16,34,3,20,69,36,4,53
1: 5,3,10,11,7,88,42,49,12,28
1: 34,13,12,63,40,3,56,68,45,16
1: 19,61,2,29,79,43,3,82,20,1
1: 40,10,63,36,49,9,55,44,91,4
1: 43,11,34,19,4,56,24,32,28,35
1: 10,12,63,9,27,25,77,88,4,54
1: 19,15,29,0,58,3,71,64,56,24
1: 3,27,11,47,45,46,13,26,54,86
1: 20,13,44,36,47,57,40,4,41,2
1: 69,88,29,44,38,58,7,15,54,16
1: 29,16,47,75,42,63,36,30,3,85
1: 3,29,20,42,27,7,50,10,2,16
1: 7,13,90,80,54,45,34,21,6,17
1: 10,34,15,25,82,47,20,46,9,99
1: 34,2,10,3,7,20,37,38,81,25
1: 40,53,31,63,36,12,34,25,27,3
1: 10,47,31,2,27,6,63,54,73,57
1: 6,97,27,44,94,17,74,4,52,2
1: 11,36,45,46,40,27,3,15,47,20
1: 35,7,37,16,1,75,99,20,47,34
1: 16,55,3,20,6,29,7,52,48,58
1: 47,2,36,3,58,89,70,8,39,20
1: 74,47,11,17,43,34,40,82,15,20
1: 6,7,12,45,24,20,42,47,55,2
1: 52,34,17,48,29,25,47,42,44,79
1: 10,2,56,26,36,42,81,43,21,4
1: 45,54,10,58,7,27,36,4,53,38
1: 3,34,75,13,25,2,68,51,43,4
1: 16,3,49,2,45,20,47,44,1,54
1: 19,10,11,21,6,64,37,8,50,45
1: 36,1,7,11,29,26,54,16,23,94
1: 53,52,27,0,32,10,45,37,50,57
1: 40,27,2,4,12,63,59,11,36,73
1: 88,19,29,92,24,10,3,65,85,4
1: 16,36,12,40,52,27,8,3,92,45
1: 13,29,75,52,55,63,45,4,36,35
1: 82,54,41,10,16,36,42,25,78,40
1: 34,27,12,63,6,4,47,19,10,16
1: 10,63,25,27,38,41,11,20,16,83
1: 35,6,11,79,16,36,10,21,8,12
1: 44,42,47,97,7,79,52,17,45,48
1: 29,3,7,25,6,34,13,44,52,1
1: 16,17,79,73,56,20,8,2,49,44
1: 10,1,36,17,63,52,7,61,29,79
1: 27,29,14,47,41,78,58,70,79,36
1: 19,34,40,12,0,58,43,26,62,28
1: 17,12,63,34,27,20,16,52,1,4
1: 58,94,25,12,17,6,38,15,53,45
1: 11,1,0,43,7,12,78,16,80,36
1: 74,27,7,12,71,78,15,82,6,38
1: 19,45,34,63,7,38,26,94,30,20
1: 63,3,25,49,47,8,10,26,0,85
1: 12,29,58,52,4,49,21,40,1,57
1: 46,2,17,53,52,82,44,6,56,16
1: 36,63,21,44,29,2,3,7,18,96
1: 27,49,41,9,7,17,1,26,3,23
1: 30,0,29,21,42,66,7,1,2,50
1: 10,34,22,40,42,1,63,25,54,20
1: 42,34,40,36,37,52,16,26,29,4
1: 29,20,42,98,7,58,44,8,17,66
1: 19,10,30,12,36,47,28,14,78,24
1: 26,10,49,58,6,17,46,8,63,11
1: 36,42,16,27,40,45,54,47,20,2
1: 10,1,7,47,29,42,19,49,58,54
1: 3,7,12,58,6,20,35,53,45,71
1: 44,11,27,26,53,52,15,45,1,46
1: 10,69,70,82,16,38,25,47,81,54
1: 47,21,42,11,60,38,43,85,45,90
1: 47,43,34,42,41,25,38,9,54,6
1: 2,16,36,44,5,34,40,79,70,20
1: 25,36,63,42,47,21,53,8,84,4
1: 29,34,22,63,12,47,3,78,21,8
1: 10,5,3,2,27,25,4,43,85,16
1: 44,1,49,38,11,2,37,4,90,35
1: 5,47,69,34,3,28,83,58,46,6
1: 47,25,27,15,49,8,70,46,28,37
1: 19,36,47,27,20,41,6,56,48,54
1: 58,79,12,55,7,2,15,0,67,3
1: 29,20,45,6,0,12,19,26,7,9
1: 16,33,3,21,29,1,67,91,36,48
1: 58,19,44,47,34,4,25,42,67,39
1: 2,1,82,44,16,3,7,10,34,38
1: 10,42,19,94,12,63,73,21,20,98
1: 29,36,34,12,30,80,41,56,45,27
1: 34,12,2,29,47,99,8,82,36,37
1: 55,40,12,43,7,82,36,70,67,37
1: 26,29,35,8,12,20,2,60,48,85
1: 47,7,9,4,49,40,54,20,58,41
1: 10,75,20,11,7,3,70,45,54,47
1: 13,20,1,44,47,55,36,42,6,90
1: 7,31,12,6,63,46,20,54,4,47
1: 20,7,35,19,42,44,58,15,6,47
1: 36,34,75,12,2,11,58,7,15,39
1: 55,58,12,36,3,34,40,19,10,41
1: 58,34,63,20,85,15,10,46,35,36
1: 36,27,25,11,70,1,52,82,54,46
1: 47,2,21,10,3,38,16,34,52,42
1: 82,16,0,7,3,35,38,1,54,6
1: 27,2,20,10,3,26,55,79,37,99
1: 53,73,19,79,54,83,45,24,8,34
1: 55,47,11,0,3,6,8,23,20,54
1: 42,12,27,2,34,84,40,6,28,4
1: 1,82,63,42,34,23,27,8,85,4
1: 30,13,52,21,12,54,1,41,4,82
1: 10,16,42,7,44,52,47,2,73,99
1: 58,19,36,12,34,2,47,20,72,37
1: 29,73,7,54,12,19,25,16,36,20
1: 36,19,15,56,85,53,58,38,63,31
1: 19,23,54,27,7,41,5,29,45,36
1: 19,16,8,63,0,42,79,75,20,24
1: 34,40,54,38,20,94,78,51,44,47
1: 58,16,4,82,20,53,38,3,27,28
1: 63,12,49,52,29,33,70,8,36,16
1: 34,16,26,29,42,15,78,38,54,90
1: 19,63,46,65,7,38,6,42,36,52
1: 10,65,44,45,79,20,27,95,75,28
1: 19,10,34,25,16,78,82,45,95,28
1: 42,44,58,57,0,73,4,46,11,99
1: 47,29,40,27,26,44,63,23,3,79
1: 19,29,16,79,36,21,57,3,38,61
1: 82,40,1,3,45,33,44,2,7,68
1: 26,36,12,58,7,17,29,52,83,65
1: 27,34,68,4,36,21,28,71,82,20
1: 40,1,25,78,50,15,20,6,56,79
1: 58,47,28,45,89,50,1,11,30,57
1: 63,3,34,27,7,56,42,4,48,70
1: 82,58,2,7,27,15,11,41,88,68
1: 29,20,26,27,12,47,60,66,16,36
1: 13,49,6,56,2,44,73,68,15,50
1: 44,20,45,34,12,40,9,54,90,80
1: 10,71,49,16,47,40,34,38,24,20
1: 10,34,12,36,40,63,25,35,7,42
1: 70,50,68,15,81,25,36,75,40,23
1: 34,33,73,3,7,39,50,87,53,6
1: 36,14,2,1,4,9,58,88,30,56
1: 10,17,12,46,42,27,7,43,30,15
1: 36,3,63,26,20,37,54,9,77,70
1: 55,10,26,54,63,33,25,97,20,41
1: 4,3,27,14,8,20,69,7,34,45
1: 38,82,27,16,73,36,34,54,1,81
1: 47,58,34,6,63,54,16,27,88,53
1: 19,34,73,41,54,6,42,27,44,48
1: 20,15,73,63,44,1,38,6,66,82
1: 63,13,25,3,16,39,94,27,45,6
1: 19,13,42,1,2,35,15,6,12,52
1: 12,8,44,47,4,52,45,46,6,16
1: 10,47,21,55,41,25,58,29,82,79
1: 10,17,47,3,34,0,29,6,15,16
1: 11,27,20,3,42,58,47,82,97,50
1: 42,45,17,54,80,10,47,21,2,39
1: 11,53,2,25,7,26,63,54,75,4
1: 34,19,11,12,40,98,4,68,35,72
1: 14,21,63,42,46,4,35,15,45,57
1: 20,11,30,47,63,15,58,79,23,6
1: 19,34,26,21,40,52,3,36,7,74
1: 3,21,40,16,63,23,80,53,64,57
1: 3,11,16,47,50,36,79,2,58,20
1: 2,29,12,25,17,10,37,20,8,57
1: 27,19,53,21,47,18,6,9,42,84
1: 73,31,47,20,22,58,26,16,45,1
1: 19,34,36,78,1,7,58,52,41,83
1: 11,0,41,56,34,21,20,78,12,23
1: 10,3,20,15,58,42,79,45,28,38
1: 40,34,3,13,54,8,85,58,9,28
1: 34,35,16,42,38,48,82,55,45,6
1: 55,13,59,52,49,1,5,6,23,14
1: 10,16,52,2,1,3,47,30,6,15
1: 42,3,4,12,61,20,65,13,54,73
1: 20,7,19,1,3,55,25,4,89,42
1: 34,49,53,36,58,4,13,6,67,85
1: 11,19,10,4,29,34,59,45,70,7
1: 47,16,79,58,41,38,44,68,57,46
1: 29,36,42,40,38,11,74,6,83,7
1: 44,47,38,41,1,4,27,29,53,20
1: 35,3,34,27,26,13,7,8,54,76
1: 11,21,25,27,50,48,52,15,68,87
1: 36,13,33,40,52,53,29,0,57,81
1: 20,11,1,78,16,58,36,4,53,54
1: 10,19,13,33,20,38,24,16,3,27
1: 40,96,63,38,7,57,14,37,1,89
1: 15,3,55,33,11,34,19,54,40,24
1: 10,40,26,72,15,42,63,84,47,25
1: 7,26,15,12,17,78,44,63,98,25
1: 34,12,98,16,7,58,79,48,57,61
1: 16,4,63,45,42,37,94,1,46,73
1: 42,29,55,31,12,73,44,1,6,45
1: 10,50,7,40,61,47,88,73,29,93
1: 33,3,16,25,12,53,42,47,82,2
1: 34,10,78,25,79,85,89,1,47,9
1: 3,40,20,10,21,44,29,55,12,58
1: 40,3,7,25,8,42,6,44,75,15
1: 10,34,3,25,47,20,95,48,6,35
1: 19,16,5,0,26,49,31,15,25,54
1: 47,12,93,40,21,18,43,94,58,28
1: 0,43,38,47,25,35,7,42,8,94
1: 40,16,29,53,49,47,38,45,4,86
1: 3,4,36,43,7,47,33,13,81,11
1: 10,34,69,40,42,86,44,54,64,73
1: 44,26,4,42,12,34,29,49,40,53
1: 16,40,1,58,63,25,51,41,54,48
1: 29,27,34,12,49,38,20,50,58,35
1: 30,58,2,16,15,88,53,29,36,10
1: 29,34,19,20,40,48,2,3,16,4
1: 27,26,10,29,7,90,21,16,58,2
1: 36,12,44,42,29,34,27,7,67,76
1: 16,5,34,55,11,17,50,73,1,36
1: 34,40,21,27,20,8,16,3,25,6
1: 7,63,49,2,82,30,1,11,38,3
1: 10,19,26,36,12,40,15,54,86,58
1: 3,10,21,63,42,8,78,58,36,94
1: 44,30,19,29,57,20,27,52,64,79
1: 34,42,22,35,17,43,47,30,4,86
1: 3,10,12,30,47,49,40,6,23,50
1: 47,11,44,0,55,63,15,42,93,46
1: 30,44,47,11,65,17,55,28,66,4
1: 42,30,92,40,6,58,86,10,68,54
1: 63,3,23,16,44,14,66,7,47,8
1: 34,16,40,1,3,48,6,41,86,97
1: 44,42,85,73,29,27,26,25,1,57
1: 29,20,38,11,74,41,6,45,54,16
1: 36,27,4,13,3,20,48,57,1,49
1: 2,3,78,42,60,54,34,92,23,25
1: 10,36,21,19,66,63,7,26,39,34
1: 16,82,49,2,45,7,52,40,42,86
1: 48,42,85,10,1,40,58,4,24,36
1: 47,56,19,20,36,40,8,12,54,58
1: 19,10,29,12,42,23,8,15,84,65
1: 11,42,6,10,16,13,63,7,39,35
1: 63,19,40,44,13,57,3,59,43,38
1: 29,63,58,26,20,40,53,46,69,16
1: 55,31,3,11,8,47,26,27,45,86
1: 42,47,82,10,19,25,7,23,45,39
1: 2,47,7,29,63,36,25,42,6,37
1: 47,10,75,20,8,21,12,6,7,54
1: 16,29,54,27,12,6,66,35,75,28
1: 79,26,70,29,9,30,75,98,4,24
1: 40,58,46,49,3,2,1,51,47,4
1: 19,34,53,7,30,44,51,1,28,85
1: 35,58,45,47,85,75,2,49,53,16
1: 40,29,11,0,16,13,48,26,53,54
1: 40,12,6,53,2,78,7,46,54,8
1: 73,23,94,54,4,6,29,57,59,8
1: 36,55,63,34,71,44,61,45,6,20
1: 40,34,82,2,44,38,50,4,45,15
1: 26,40,58,63,82,49,3,33,25,75
1: 34,27,26,33,21,47,45,11,60,23
1: 12,7,27,19,29,17,11,54,85,36
1: 19,2,42,4,6,7,63,25,46,48
1: 16,25,57,41,38,48,3,4,42,7
1: 11,34,40,21,61,50,53,36,27,48
1: 44,27,29,49,90,4,95,20,67,35
1: 20,55,10,26,8,21,36,38,18,41
1: 10,0,27,74,42,53,45,8,58,47
1: 11,54,42,45,40,63,38,47,8,15
1: 91,35,12,68,56,74,48,73,13,19
1: 42,45,6,11,12,63,38,21,16,85
1: 36,16,34,55,40,47,80,7,45,93
1: 26,20,16,15,73,2,71,82,27,79
1: 1,29,26,27,58,78,84,37,45,46
1: 47,16,2,34,45,41,3,58,57,36
1: 11,8,3,86,7,45,26,34,47,40
1: 1,44,3,23,42,46,12,21,93,15
1: 63,44,27,69,49,74,58,15,7,91
1: 17,44,7,29,63,21,68,24,61,79
1: 10,1,36,44,42,7,49,41,20,11
1: 16,11,44,63,56,42,49,3,45,58
1: 58,11,4,47,20,34,78,2,13,36
1: 21,66,12,43,36,3,16,54,57,67
1: 35,27,26,39,47,12,58,29,78,50
1: 42,3,1,8,27,78,70,37,38,32
1: 20,10,3,34,40,35,9,6,63,45
1: 16,10,42,23,44,48,45,30,57,4
1: 3,27,10,23,80,15,71,59,50,46
1: 11,34,47,20,25,12,46,2,76,70
1: 10,50,36,16,17,40,37,38,6,11
1: 47,49,52,83,70,34,1,42,20,85
1: 19,10,3,11,47,25,7,61,45,20
1: 16,42,19,36,34,1,27,58,9,6
1: 34,44,58,53,69,7,38,8,45,54
1: 11,1,13,27,25,37,46,58,50,73
1: 54,56,26,50,15,1,78,95,48,93
1: 13,10,19,78,20,16,44,85,1,54
1: 29,12,42,7,13,10,50,34,48,36
1: 29,42,16,66,19,54,35,51,47,30
1: 34,52,75,6,76,54,88,50,51,65
1: 19,7,46,6,12,41,3,18,20,85
1: 63,10,36,34,59,52,16,4,54,81
1: 16,63,25,20,6,29,34,7,15,61
1: 8,9,11,34,21,27,47,44,19,82
1: 47,25,36,21,70,37,79,10,57,15
1: 10,3,27,29,45,30,36,7,15,57
1: 49,29,27,42,11,6,3,46,85,89
1: 10,69,48,88,67,15,92,36,58,3
1: 19,39,30,3,7,29,16,73,6,36
1: 6,37,58,7,2,9,68,85,73,38
1: 16,19,83,44,3,6,46,79,27,35
1: 11,13,10,75,73,53,8,12,38,4
1: 2,20,11,16,34,27,47,72,24,58
1: 58,20,25,54,42,21,52,3,62,8
1: 17,34,42,7,3,85,37,18,16,53
1: 47,20,11,52,1,58,6,4,16,8
1: 42,47,55,2,34,29,16,15,27,6
1: 35,11,20,46,54,7,68,40,12,1
1: 10,36,16,40,37,78,98,54,4,1
1: 54,3,29,12,8,21,37,2,45,36
1: 43,6,7,30,20,8,69,52,38,1
1: 2,11,47,41,58,38,78,48,23,68
1: 36,29,27,25,3,44,73,53,15,46
1: 10,47,49,2,19,6,45,54,7,50
1: 3,11,34,40,6,64,47,2,79,67
1: 6,49,40,29,70,45,19,52,38,48
1: 8,46,10,29,52,36,42,25,74,41
1: 19,52,88,8,44,49,54,15,57,35
1: 1,35,3,44,29,45,46,27,49,54
1: 10,29,20,27,36,8,7,16,50,92
1: 2,21,7,17,3,15,8,70,4,36
1: 36,82,52,42,56,91,1,68,89,28
1: 36,40,74,58,44,25,47,3,49,8
1: 12,63,45,59,7,54,10,33,23,20
1: 34,16,29,3,23,28,7,58,35,20
1: 16,40,34,52,20,58,80,83,91,30
1: 10,11,48,58,85,40,47,35,38,7
1: 0,3,50,23,77,10,61,8,9,7
1: 24,55,29,47,7,58,1,42,45,15
1: 16,54,3,40,92,15,49,21,1,6
1: 12,3,63,21,39,47,4,8,45,20
1: 0,3,47,44,74,41,95,56,87,57
1: 27,46,29,49,53,78,90,6,58,4
1: 17,13,54,23,78,61,7,81,45,86
1: 36,19,52,12,30,53,38,1,86,75
1: 21,3,55,80,15,81,9,45,44,58
1: 29,12,56,15,47,23,40,50,36,45
1: 19,34,16,52,12,42,49,25,20,91
1: 10,42,13,19,3,54,50,58,32,36
1: 10,16,6,21,0,81,38,85,20,4
1: 47,20,1,78,39,26,30,29,44,3
1: 47,10,3,26,6,40,11,21,46,90
1: 11,29,0,2,45,71,49,84,1,57
1: 3,29,34,19,8,63,57,16,4,49
1: 16,6,7,27,8,4,41,1,11,15
1: 21,13,17,2,79,6,7,45,54,15
1: 10,27,26,57,49,86,54,5,88,72
1: 34,16,47,42,71,51,6,99,27,56
1: 63,13,52,27,6,82,45,11,56,4
