621: 1,2,3
20: 1,4,2,3
20: 4,8,6,3
20: 8,7,6
20: 6,8,5
20: 8,5,4
20: 8,3,1
20: 4,5,3
20: 7,4
20: 2,5
20: 1,7
20: 8,3
19: 1,2,8,3,6
19: 6,8,7,3
19: 1,3,8,6
19: 4,8,5,6
19: 8,6,3,7
19: 4,1,2,8
19: 1,2,5,3
19: 6,4,1
19: 3,4,8
18: 8,4,5,7
18: 1,3,6,2
18: 4,8,6,5
18: 6,3,8,1
18: 6,3,8,4
18: 8,6,3,4
18: 5,8,7
18: 5,4,3
18: 5,1,4
18: 3,1,4
18: 4,8,2
18: 2,4
17: 6,8,3,4,7
17: 6,8,1,3
17: 4,8,6,1
17: 8,3,6,7
17: 8,6,3,1
17: 4,6,8,3
17: 4,6,8,7
17: 1,6,3,2
17: 3,6,7
17: 5,7,8
17: 1,6,4
17: 3,1,7
16: 3,1,2,6,8
16: 8,6,3,7,4
16: 3,6,1,8
16: 1,3,6,8
16: 3,6,8,1
16: 3,6,8,7
16: 1,2,4,7
16: 1,3,2,8
16: 2,1,3,7
16: 2,1,3,4
16: 2,1,4,3
16: 6,1,3,8
16: 3,1,2,8
16: 2,8,1
16: 3,6,4
16: 5,8,1
16: 1,6,5
16: 1,3,7
16: 1,5,3
16: 8,1,3
16: 7,4,8
16: 7,8,4
16: 4,7,9
16: 7,5
15: 1,2,3,4,7
15: 1,2,6,3,8
15: 1,2,8,6,3
15: 8,6,7,4
15: 1,4,3,2
15: 2,1,3,5
15: 4,3,6
15: 5,7,2
15: 6,4,7
15: 6,3,4
15: 4,6,3
15: 1,3,5
15: 3,8,4
15: 3,8,1
15: 5,4,6
15: 2,4,5
15: 2,8
14: 4,5,8,6
14: 3,8,6,1
14: 8,1,3,6
14: 3,1,6,2
14: 1,2,8,5
14: 1,4,2,8
14: 4,5,1,2
14: 8,4,1,6
14: 6,3,7
14: 1,4,7
14: 3,8,7
14: 5,1,8
14: 8,3,4
14: 4,7,3
14: 2,5,1
14: 4,2,7
14: 4,2,5
14: 7,3
14: 2,6
13: 2,1,3,6,8
13: 6,8,4,3,7
13: 3,1,2,8,6
13: 3,6,8,4
13: 6,8,4,5
13: 1,2,4,6
13: 6,3,4,8
13: 5,4,1,2
13: 4,6,8,5
13: 4,3,6,8
13: 1,6,3,8
13: 4,3,7
13: 1,5,7
13: 2,3,1
13: 4,7,6
13: 8,2,1
13: 3,4,1
13: 8,2
12: 1,3,6,2,8
12: 6,8,3,1,2
12: 8,6,4,3,7
12: 8,4,6,3,7
12: 4,1,5,2
12: 1,6,2,3
12: 1,8,6,2
12: 1,2,3,9
12: 8,6,7,3
12: 8,4,6,1
12: 4,7,8,6
12: 5,4,7,9
12: 3,8,1,6
12: 4,8,1,3
12: 2,1,8,3
12: 4,5,6,8
12: 1,3,2,7
12: 8,6,2
12: 5,2,8
12: 1,5,8
12: 6,7,3
12: 5,4,9
12: 5,1,7
12: 8,2,6
12: 1,8,7
12: 3,4
11: 1,2,6,8,3
11: 6,8,3,7,4
11: 6,4,8,3,7
11: 1,3,2,6,8
11: 3,4,8,6
11: 1,6,8,3
11: 1,3,4,2
11: 1,8,6,4
11: 6,8,4,1
11: 8,4,3,6
11: 1,2,7,4
11: 6,3,1,8
11: 6,4,7,8
11: 4,8,1,6
11: 1,8,2,3
11: 6,1,8,3
11: 8,7,1
11: 2,8,4
11: 5,7,1
11: 5,7,9
11: 8,3,7
11: 3,4,6
11: 9
10: 6,3,8,4,7
10: 1,3,8,6,2
10: 6,3,8,1,2
10: 1,2,8,4,3
10: 6,3,1,2,8
10: 1,2,3,7,8
10: 3,6,1,2,8
10: 4,5,8,1
10: 3,2,1,6
10: 1,8,6,3
10: 8,6,1,3
10: 3,1,2,7
10: 3,8,6,4
10: 8,4,6,5
10: 3,1,6,8
10: 1,8,4,2
10: 1,4,8,2
10: 8,4,7,5
10: 4,6,8,1
10: 8,7,4,6
10: 1,3,2,4
10: 4,1,2,3
10: 1,2,5,7
10: 4,8,3,7
10: 8,7,3
10: 6,1,7
10: 5,8,3
10: 6,4,3
10: 6,8,2
10: 7,8,1
10: 7,8,6
10: 4,7,2
10: 4,7,1
10: 4,2,3
10: 3,2
9: 1,3,2,8,6
9: 3,1,6,2,8
9: 1,2,3,8,4
9: 8,6,3,4,7
9: 6,3,8,7,4
9: 1,3,6,8,2
9: 2,1,3,8,6
9: 6,8,7,4,3
9: 4,2,1,3
9: 4,5,8,3
9: 6,3,7,8
9: 8,4,5,6
9: 1,6,2,8
9: 1,5,4,2
9: 5,4,8,6
9: 8,3,1,6
9: 2,1,6,8
9: 4,8,7,3
9: 3,4,1,8
9: 1,8,4,3
9: 1,2,7,3
9: 4,1,8,6
9: 4,5,1,8
9: 4,8,5,1
9: 3,8,1,2
9: 6,1,3,2
9: 4,8,1,5
9: 1,3,2,5
9: 1,2,5,6
9: 8,7,5
9: 6,1,4
9: 6,1,5
9: 2,8,6
9: 5,8,6
9: 4,6,2
9: 2,6,8
9: 5,2,4
9: 8,1,7
9: 8,1,5
9: 5,3,4
9: 8,5,6
9: 3,7,1
9: 1,7,5
9: 7,8
8: 3,2,1,8,6
8: 6,8,4,7,3
8: 1,2,6,3,7
8: 4,1,8,3,6
8: 3,6,8,1,2
8: 4,8,7,3,6
8: 1,6,3,8,2
8: 4,8,6,5,7
8: 6,4,8,1
8: 6,4,8,5
8: 8,4,5,1
8: 4,5,7,2
8: 3,8,6,7
8: 6,1,4,8
8: 8,6,4,1
8: 2,1,5,3
8: 1,2,8,7
8: 8,4,1,2
8: 1,4,5,2
8: 4,1,8,2
8: 4,5,2,1
8: 2,1,4,7
8: 2,1,4,8
8: 8,3,7,6
8: 4,8,1,2
8: 1,2,6,5
8: 7,8,4,6
8: 6,8,3,2
8: 2,1,8,7
8: 4,6,7,8
8: 8,7,3,6
8: 1,2,5,8
8: 6,1,2,3
8: 3,1,8,2
8: 4,3,5
8: 7,6,8
8: 6,2,1
8: 5,2,7
8: 1,5,6
8: 8,5,7
8: 7,4,6
8: 3,7,4
8: 2,5,4
8: 8,4,2
8: 1,7,2
8: 3,4,7
8: 2,1,9
8: 6,5
8: 5,3
7: 1,2,4,8,3,6
7: 1,2,3,4,6,8
7: 3,6,1,2,8,7
7: 1,2,3,4,8
7: 2,1,8,6,3
7: 8,6,4,7,3
7: 6,3,4,8,7
7: 6,8,3,4,1
7: 6,8,1,3,2
7: 4,8,3,6,7
7: 8,6,7,4,3
7: 6,4,3,8,7
7: 2,1,8,3,6
7: 1,2,3,6,7
7: 8,6,3,1,2
7: 8,4,6,3,1
7: 4,2,1,5
7: 1,3,4,6
7: 7,4,8,6
7: 1,3,7,2
7: 4,5,7,9
7: 8,1,2,6
7: 5,1,2,3
7: 5,1,2,4
7: 2,1,8,4
7: 8,4,3,7
7: 1,8,3,2
7: 1,2,7,8
7: 1,4,2,7
7: 4,1,8,7
7: 4,1,8,5
7: 6,3,1,2
7: 5,4,2,1
7: 1,3,8,2
7: 8,1,6,3
7: 1,2,6,7
7: 3,1,8,6
7: 4,1,3,8
7: 7,3,8,6
7: 4,3,2
7: 2,8,7
7: 1,2,9
7: 5,7,3
7: 5,8,2
7: 6,5,7
7: 5,2,6
7: 7,4,5
7: 2,3,8
7: 7,8,3
7: 2,4,7
7: 2,4,6
7: 3,5,1
7: 5,6,8
7: 7,1
7: 2,7
6: 1,2,3,8,6,7,4,9,5
6: 1,2,8,4,3,6
6: 1,2,6,3,8,7
6: 4,5,8,7,6
6: 6,3,8,2,1
6: 4,8,7,6,3
6: 1,2,3,7,6
6: 8,4,7,3,6
6: 8,6,1,4,3
6: 1,2,6,8,4
6: 1,2,3,8,7
6: 4,7,8,3,6
6: 1,2,4,8,3
6: 1,8,2,3,6
6: 6,8,4,7,9
6: 8,4,5,6,7
6: 6,8,3,1,7
6: 6,8,4,3,1
6: 4,8,6,3,7
6: 1,2,4,3,7
6: 1,3,8,2,6
6: 4,6,8,3,7
6: 1,2,4,6,8
6: 8,4,3,7,6
6: 8,4,6,7,3
6: 4,8,7,5,6
6: 6,8,4,5,7
6: 1,2,3,6,4
6: 6,3,1,8,2
6: 7,8,3,6
6: 3,6,1,2
6: 8,1,4,6
6: 3,6,8,2
6: 8,6,1,2
6: 3,1,2,4
6: 8,6,4,5
6: 3,6,4,8
6: 2,1,6,4
6: 8,7,6,4
6: 3,4,1,6
6: 3,6,2,1
6: 1,2,7,6
6: 8,3,4,6
6: 8,3,4,7
6: 8,1,6,4
6: 8,4,1,7
6: 8,4,1,3
6: 1,4,2,6
6: 5,4,7,2
6: 1,4,8,5
6: 6,7,8,3
6: 3,7,8,6
6: 2,1,4,5
6: 4,8,5,3
6: 8,3,6,1
6: 1,8,4,6
6: 5,4,1,8
6: 4,6,3,8
6: 4,8,1,7
6: 4,6,8,2
6: 6,1,8,4
6: 8,5,4,7
6: 7,5,4,8
6: 6,1,2,8
6: 2,8,5
6: 2,8,3
6: 7,1,2
6: 2,5,7
6: 3,6,5
6: 1,6,7
6: 6,5,4
6: 6,7,1
6: 8,5,1
6: 7,4,1
6: 7,3,8
6: 2,4,8
6: 8,3,2
6: 3,1,5
6: 3,2,8
6: 4,8,9
6: 1,7,6
6: 1,7,8
6: 4,2,6
5: 1,2,3,6,8,4,7,9,5
5: 7,8,2,4,1,5,3,9,6
5: 6,8,3,4,1,2
5: 6,8,3,4,1,7
5: 1,3,2,6,8,7
5: 1,4,2,8,6,3
5: 4,1,2,8,6,3
5: 1,2,8,6,3,4
5: 3,2,1,6,8,7
5: 4,5,8,7,9
5: 8,4,3,6,1
5: 8,4,7,6,5
5: 2,1,3,7,4
5: 6,8,2,1,3
5: 1,8,4,3,6
5: 6,8,3,2,1
5: 8,1,3,6,2
5: 4,5,6,8,7
5: 2,1,3,4,7
5: 4,1,6,8,2
5: 1,4,8,2,6
5: 1,4,2,8,6
5: 4,8,5,6,7
5: 1,6,2,8,3
5: 2,1,3,8,7
5: 1,6,8,3,2
5: 8,4,3,6,7
5: 6,3,1,4,8
5: 3,2,1,6,8
5: 1,2,8,3,4
5: 1,8,3,2,6
5: 1,2,4,3,6
5: 1,2,4,3,8
5: 8,4,7,6,3
5: 1,3,4,2,8
5: 8,4,6,7,9
5: 6,8,4,5,3
5: 1,2,3,7,5
5: 1,8,3,6,2
5: 5,4,2,1,8
5: 3,6,1,4
5: 7,4,8,5
5: 7,4,8,3
5: 3,2,1,7
5: 2,8,6,1
5: 2,4,1,7
5: 3,6,8,5
5: 4,8,2,6
5: 4,5,7,1
5: 4,5,7,6
5: 4,1,6,2
5: 5,4,8,1
5: 4,3,8,6
5: 6,3,9,8
5: 4,8,7,1
5: 4,7,8,3
5: 2,1,5,7
5: 2,1,5,4
5: 1,2,7,5
5: 3,1,5,2
5: 4,5,3,8
5: 8,1,6,2
5: 1,6,4,8
5: 8,5,4,6
5: 1,5,2,8
5: 4,1,7,2
5: 5,4,7,1
5: 1,4,8,6
5: 1,4,6,8
5: 1,4,6,3
5: 1,3,8,4
5: 5,1,4,8
5: 5,1,4,2
5: 8,4,7,9
5: 8,3,6,4
5: 4,5,9,7
5: 5,4,1,7
5: 8,4,2,1
5: 1,2,6,4
5: 1,8,2,4
5: 6,1,8,2
5: 6,8,3,5
5: 1,4,6,2
5: 2,1,8,6
5: 6,4,3,8
5: 4,1,3,6
5: 2,7,8
5: 5,7,6
5: 6,4,5
5: 7,6,3
5: 6,2,3
5: 2,6,1
5: 6,5,8
5: 5,3,1
5: 8,5,3
5: 2,3,4
5: 3,7,2
5: 3,7,8
5: 5,1,6
5: 9,1,2
5: 1,7,4
5: 5,6,2
5: 5,6,7
5: 6,2
4: 1,2,3,6,8,4,5,9,7
4: 1,2,3,8,7,6,4,5,9
4: 1,2,6,3,8,7,4,9,5
4: 1,2,3,6,8,7,4,9,5
4: 8,4,7,6,3,1,2,9,5
4: 6,8,3,4,7,2,1,9,5
4: 1,2,3,8,6,4,7,9
4: 1,2,4,8,3,6,7
4: 1,3,2,8,7,6
4: 1,2,3,6,7,8
4: 1,4,2,8,3,6
4: 1,6,3,2,4,8
4: 1,2,3,8,6,4
4: 1,2,3,8,6,7
4: 6,8,3,7,4,9
4: 6,8,3,4,7,9
4: 4,8,6,3,9,7
4: 3,1,6,8,2,7
4: 6,3,4,8,7,9
4: 1,2,4,3,6,7
4: 3,8,6,7,4,1
4: 2,1,3,8,4,7
4: 1,2,3,8,4,7
4: 3,1,2,6,8,4
4: 1,2,3,4,8,7
4: 1,2,3,4,5
4: 4,5,8,7,3
4: 1,6,8,4,3
4: 4,6,5,8,7
4: 4,1,8,2,6
4: 1,4,8,3,6
4: 8,4,7,5,6
4: 1,2,3,4,6
4: 3,6,1,8,7
4: 6,1,2,8,3
4: 8,4,5,7,6
4: 1,2,6,8,7
4: 1,6,2,3,8
4: 8,6,4,7,9
4: 8,1,6,3,2
4: 6,8,3,4,5
4: 1,4,2,8,3
4: 6,1,3,8,2
4: 8,1,2,3,6
4: 1,2,4,8,6
4: 4,5,6,7,8
4: 1,6,3,4,8
4: 3,8,6,2,1
4: 3,6,8,4,7
4: 3,6,8,4,1
4: 6,3,8,1,7
4: 2,4,8,1,6
4: 4,8,5,1,6
4: 6,4,8,7,3
4: 6,4,8,7,9
4: 1,2,4,5,3
4: 2,1,6,8,3
4: 8,6,4,3,1
4: 6,8,3,7,9
4: 4,1,2,3,7
4: 4,8,7,3,1
4: 3,8,1,2,6
4: 6,8,3,1,4
4: 4,8,3,6,1
4: 8,6,1,3,4
4: 1,2,8,4,6
4: 3,1,2,7,8
4: 6,4,8,3,1
4: 6,8,3,5,4
4: 3,6,8,7,4
4: 8,6,3,4,1
4: 4,1,8,6,7
4: 3,8,6,1,2
4: 7,4,8,5,6
4: 4,8,1,6,3
4: 8,1,6,2,4
4: 1,2,3,5,6
4: 1,2,5,4,3
4: 4,5,1,2,8
4: 6,1,2,3,8
4: 1,4,3,6,8
4: 8,4,6,1,3
4: 4,6,8,7,5
4: 3,8,1,6,2
4: 1,2,3,6,9
4: 4,8,6,7,3
4: 4,8,1,3,6
4: 8,1,6,4,3
4: 6,3,1,8,4
4: 6,8,4,1,3
4: 1,4,8,6,3
4: 4,8,3,7,6
4: 1,8,4,6,3
4: 4,8,3,1,2
4: 2,4,5,8
4: 4,5,8,2
4: 8,2,1,6
4: 1,6,8,4
4: 1,3,4,5
4: 1,3,4,8
4: 4,1,5,8
4: 8,1,4,7
4: 8,1,4,2
4: 1,3,7,8
4: 6,8,5,7
4: 6,8,7,1
4: 1,6,2,4
4: 8,7,5,4
4: 4,5,7,3
4: 1,5,4,8
4: 4,1,6,8
4: 4,7,3,6
4: 2,8,1,6
4: 6,8,1,4
4: 6,8,1,2
4: 5,7,8,4
4: 5,1,2,8
4: 5,4,8,2
4: 3,8,7,6
4: 8,3,1,7
4: 2,1,5,8
4: 3,8,6,2
4: 8,6,7,1
4: 7,4,6,8
4: 4,3,8,7
4: 4,5,2,7
4: 8,7,4,5
4: 2,1,6,5
4: 8,7,6,3
4: 4,7,8,5
4: 6,1,4,3
4: 3,1,6,4
4: 4,6,5,8
4: 6,2,1,8
4: 4,3,1,8
4: 1,4,3,8
4: 4,5,3,7
4: 8,4,1,5
4: 1,5,2,4
4: 1,5,2,6
4: 1,8,5,4
4: 3,7,1,2
4: 4,1,7,8
4: 2,1,3,9
4: 1,4,8,3
4: 4,8,6,2
4: 4,7,6,8
4: 6,3,4,7
4: 8,1,3,4
4: 8,4,7,3
4: 8,3,7,4
4: 2,6,8,3
4: 4,6,3,1
4: 4,7,5,8
4: 4,7,5,9
4: 1,8,2,7
4: 8,6,1,4
4: 5,7,4,8
4: 5,4,6,7
4: 2,1,8,5
4: 4,5,6,1
4: 7,4,5,8
4: 4,6,5,7
4: 4,1,2,6
4: 1,8,2,6
4: 1,2,5,9
4: 4,3,6,1
4: 5,4,3,7
4: 4,8,3,5
4: 4,8,3,1
4: 3,8,4,7
4: 4,1,3,2
4: 8,7,2
4: 2,5,8
4: 3,6,2
4: 4,9,7
4: 2,7,5
4: 2,7,1
4: 7,5,4
4: 7,6,4
4: 6,3,2
4: 6,3,5
4: 1,3,9
4: 6,2,4
4: 6,2,8
4: 9,4,7
4: 7,4,3
4: 7,2,1
4: 7,3,6
4: 8,2,7
4: 2,5,6
4: 8,4,9
4: 1,7,3
4: 3,4,2
4: 5,6,4
4: 1,9
3: 1,2,3,6,4,8,9,7,5
3: 4,8,6,5,3,7,9,2,1
3: 5,4,7,8,2,1,3,9,6
3: 4,1,2,8,3,6,9,7,5
3: 1,2,8,4,6,3,7,5,9
3: 1,2,3,6,8,7,9,5,4
3: 4,1,6,8,2,3,5,7,9
3: 8,7,6,3,4,1,2,9,5
3: 1,2,8,6,4,3,7,5,9
3: 1,2,3,6,4,8,7,9,5
3: 5,4,8,7,1,2,9,3,6
3: 1,2,3,6,8,4,5,7,9
3: 1,2,3,7,8,4,6,9,5
3: 6,8,4,7,5,9,3,2,1
3: 6,3,1,8,2,4,7,9,5
3: 1,2,3,4,6,7,8,9,5
3: 1,2,8,4,3,6,7,5,9
3: 4,1,8,6,2,3,7,9,5
3: 5,4,1,7,8,2,3,9,6
3: 4,5,1,2,8,3,6,9,7
3: 6,8,4,3,7,9,5,2,1
3: 4,1,8,5,2,6,3,7,9
3: 8,4,7,3,6,1,2,9,5
3: 4,6,8,7,3,9,5,2,1
3: 4,1,2,3,7,8,6,9,5
3: 8,4,3,7,6,1,2
3: 6,3,8,1,4,2,7
3: 8,4,3,6,1,2,5
3: 1,3,4,6,8,2,5
3: 1,2,4,8,3,7
3: 1,2,6,4,3,8
3: 4,8,6,7,3,5
3: 1,2,3,8,5,7
3: 8,1,2,3,6,4
3: 3,8,6,1,2,7
3: 2,1,3,4,6,8
3: 8,3,7,1,6,2
3: 3,1,6,2,8,7
3: 6,8,4,3,1,2
3: 8,4,6,7,3,1
3: 1,4,2,3,8,7
3: 3,6,1,8,7,2
3: 6,8,3,7,4,5
3: 8,4,1,3,6,2
3: 8,6,1,3,4,2
3: 6,4,3,8,7,9
3: 1,2,3,8,6,5
3: 1,8,3,6,2,4
3: 1,2,6,8,3,9
3: 1,4,8,2,3,6
3: 4,1,2,8,3,6
3: 1,2,3,6,8,4
3: 4,6,7,8,1,3
3: 6,3,1,8,2,7
3: 4,8,7,5,6,9
3: 8,3,1,2,6,4
3: 6,8,3,1,2,7
3: 1,4,8,6,3,2
3: 1,2,3,8,7,6
3: 1,2,8,4,3,7
3: 6,3,7,8,1,2
3: 2,1,3,7,8,6
3: 3,1,2,6,7,8
3: 4,8,1,3,2,6
3: 8,6,4,3,7,1
3: 3,1,2,8,6,7
3: 1,2,3,8,4,6
3: 6,3,8,4,7,1
3: 4,8,6,7,5,9
3: 3,1,2,6,8,7
3: 1,2,8,3,6,4
3: 6,1,3,8,2,4
3: 6,8,1,3,2,7
3: 8,4,7,6,3,1
3: 4,8,3,7,6,1
3: 1,2,8,3,6,7
3: 1,2,6,3,8,5
3: 3,1,6,4,2
3: 8,5,4,6,7
3: 4,5,8,6,7
3: 4,5,8,6,2
3: 1,2,7,6,3
3: 4,5,1,8,6
3: 1,8,6,2,3
3: 6,1,3,2,8
3: 5,4,7,6,8
3: 2,1,3,6,4
3: 1,2,3,9,7
3: 4,8,7,6,5
3: 1,2,3,7,4
3: 3,6,1,8,2
3: 3,4,1,8,6
3: 1,4,3,8,2
3: 5,4,8,7,9
3: 6,4,7,8,9
3: 4,1,2,6,3
3: 8,4,1,3,6
3: 8,1,2,4,5
3: 8,4,6,5,7
3: 8,6,7,4,5
3: 8,6,7,4,1
3: 8,6,7,4,2
3: 3,1,8,6,2
3: 3,1,8,6,4
3: 1,2,5,3,4
3: 1,4,6,8,3
3: 1,4,2,5,3
3: 1,4,2,5,7
3: 4,5,2,7,1
3: 8,1,6,3,4
3: 4,6,3,7,8
3: 6,4,3,8,1
3: 2,1,3,4,8
3: 3,6,8,2,1
3: 4,1,2,5,7
3: 4,1,2,5,8
3: 4,1,6,8,5
3: 4,1,5,8,6
3: 1,2,4,8,7
3: 4,5,7,8,6
3: 3,1,6,8,2
3: 1,3,8,6,4
3: 1,8,4,2,3
3: 6,3,8,1,4
3: 6,8,1,3,7
3: 1,8,4,5,7
3: 3,6,4,1,8
3: 2,1,6,8,7
3: 3,2,8,6,1
3: 2,1,5,3,7
3: 1,6,3,2,8
3: 8,3,1,6,2
3: 3,8,6,4,7
3: 6,8,3,7,1
3: 6,8,4,7,5
3: 6,8,4,7,1
3: 6,8,4,7,2
3: 3,8,6,7,4
3: 4,1,2,3,8
3: 7,8,4,6,3
3: 8,6,1,3,2
3: 1,2,8,4,7
3: 5,1,2,3,6
3: 6,1,8,2,3
3: 1,2,5,7,9
3: 2,1,4,6,8
3: 5,4,8,7,3
3: 3,1,2,6,7
3: 6,1,8,3,2
3: 6,1,8,3,4
3: 4,1,3,8,6
3: 4,1,3,8,2
3: 8,4,6,7,5
3: 8,3,6,4,7
3: 1,4,8,7,3
3: 4,8,6,3,5
3: 4,8,6,3,9
3: 4,6,5,3,7
3: 3,8,2,1,6
3: 6,8,7,4,5
3: 8,6,4,5,7
3: 3,6,8,7,1
3: 2,1,6,3,8
3: 8,4,5,1,2
3: 8,6,3,7,1
3: 1,4,2,6,8
3: 4,6,8,3,1
3: 1,2,4,7,5
3: 1,6,3,7,2
3: 4,1,2,8,6
3: 2,4,8,3,1
3: 8,3,4,6,7
3: 1,5,2,3,7
3: 3,1,8,2,4
3: 3,1,8,2,6
3: 4,2,1,8,3
3: 4,1,3,2,8
3: 1,3,6,8,4
3: 4,1,8,6,2
3: 8,4,6,1,7
3: 2,1,4,3,8
3: 4,6,8,7,3
3: 1,8,3,6,4
3: 4,3,6,8,7
3: 4,8,6,7,5
3: 3,6,1,2,7
3: 1,6,8,2,3
3: 8,6,3,1,4
3: 6,8,1,4,2
3: 4,3,8,1,6
3: 6,8,5,3,4
3: 7,8,4,3,6
3: 4,8,6,1,3
3: 4,6,8,5,7
3: 1,3,8,2,7
3: 8,4,5,7,9
3: 4,8,1,7,2
3: 4,8,5,3,6
3: 8,4,1,6,7
3: 3,2,6,4
3: 4,2,1,6
3: 1,5,3,6
3: 6,1,7,3
3: 8,6,5,4
3: 8,6,5,7
3: 2,1,6,7
3: 4,1,5,7
3: 8,1,4,3
3: 7,6,4,8
3: 2,6,1,8
3: 8,5,7,4
3: 8,4,5,3
3: 8,2,6,1
3: 3,2,8,6
3: 2,4,1,8
3: 6,8,7,5
3: 1,6,2,5
3: 1,6,2,7
3: 4,8,2,1
3: 4,8,2,7
3: 1,5,4,6
3: 8,1,2,4
3: 1,3,5,2
3: 7,6,3,8
3: 5,1,2,7
3: 3,8,7,4
3: 8,3,1,5
3: 5,4,9,7
3: 2,3,6,8
3: 8,3,1,2
3: 3,6,4,2
3: 2,5,8,1
3: 7,8,6,2
3: 7,8,6,4
3: 4,5,2,6
3: 4,5,6,7
3: 2,1,6,3
3: 2,3,1,5
3: 2,3,1,4
3: 2,3,1,6
3: 6,3,2,1
3: 8,4,3,2
3: 4,7,8,1
3: 3,1,4,2
3: 3,1,4,8
3: 6,1,4,2
3: 4,3,7,6
3: 4,3,1,2
3: 4,1,2,7
3: 8,3,4,1
3: 1,4,3,6
3: 2,6,8,1
3: 8,1,6,7
3: 4,6,1,8
3: 3,2,1,8
3: 2,4,8,6
3: 2,4,8,1
3: 3,6,7,4
3: 3,6,7,1
3: 1,8,5,6
3: 1,8,5,2
3: 4,1,8,3
3: 9,1,2,3
3: 6,3,1,7
3: 1,8,7,6
3: 5,4,7,6
3: 3,8,4,5
3: 2,4,6,8
3: 4,5,1,3
3: 4,5,1,7
3: 6,1,5,3
3: 6,7,8,4
3: 8,1,3,2
3: 5,8,4,6
3: 5,8,4,3
3: 2,1,4,6
3: 5,1,3,8
3: 3,8,1,4
3: 1,8,4,5
3: 4,6,2,1
3: 5,6,4,8
3: 1,5,8,6
3: 6,3,4,1
3: 6,8,2,1
3: 7,3,4,8
3: 4,6,3,7
3: 5,3,1,2
3: 7,8,4,5
3: 2,1,7,3
3: 5,6,2,4
3: 6,3,2,8
3: 8,6,2,5
3: 7,6,8,3
3: 6,4,3,7
3: 4,2,1,7
3: 1,7,5,2
3: 8,5,6,7
3: 6,1,2,7
3: 3,1,8,4
3: 3,8,4,6
3: 3,8,2,1
3: 4,2,8,5
