# UNIQUE PLAYERS: 777
15906: 0
180: 359,479
180: 479,480
178: 359,477,479
178: 480,20,479
178: 20,481,479
176: 359,20,477
174: 359,479,20
172: 479,20,359
170: 20,480,477
170: 477,480,20
168: 2,1,0
166: 20,480,479
164: 479,480,20
160: 359,477,20
158: 4,0,5
158: 480,479,20
158: 480,20,477
158: 20,479,481
154: 480,20,359
154: 479,20,480
152: 479,359
150: 3,0,2
150: 477,481,20
148: 4,0,2
148: 359,480,20
148: 20,479,478
148: 477,20,359
146: 0,5,4
146: 1,4
144: 20,482,480
142: 0,5,2
142: 20,481
140: 4,1
138: 477,20,480
138: 20,477,482
134: 1,3,2
130: 1,3,4
130: 2,0,3
128: 480,477,481
128: 20,359,481
126: 3,0,5
126: 1,3,5
120: 20,481,482
118: 2,3
116: 4,3,0
116: 479,20,481
114: 480,359,478
114: 20,478
112: 359,20,480
112: 20,359,478
108: 2,0,4
108: 1,4,3
106: 1,2,4
106: 2,5
104: 2,3,4
104: 480,477,478
102: 359,478,20
102: 20,477,478
100: 20,359,482
98: 4,1,3
98: 3,1,2
98: 20,478,359
98: 359,477,481
96: 3,1,4
96: 1,4,2
96: 20,482,477
96: 481,477
92: 2,4,0
90: 3,4
90: 477,359,478
88: 5,0,3
88: 3,2,1
88: 20,480,478
88: 20,482
86: 2,3,0
86: 2,1,3
84: 20,481,480
84: 481,477,20
84: 20,478,481
82: 5,1,2
82: 5,3,0
82: 2,1,5
82: 477,480,481
82: 359,20,481
82: 478,482
82: 477,478
80: 20,480,482
78: 4,1,2
78: 20,482,359
76: 2,4
76: 481,479
74: 3,4,1
74: 1,2,5
74: 1,5,0
74: 477,20,482
74: 478,477
72: 4,2,0
72: 3,1,5
72: 20,478,479
72: 478,359
70: 1,5,3
70: 5,0,1
70: 4,3
70: 477,359,481
70: 359,480,478
70: 479,481
68: 20,482,481
68: 478,359,20
66: 4,3,1
66: 5,1,0
66: 1,5,2
66: 4,5,0
66: 1,5
66: 479,477,478
66: 477,482,20
66: 481,20,477
66: 478,20,481
66: 20,481,359
64: 2,0,5
64: 5,0
64: 359,481,479
64: 477,481,482
64: 479,478
62: 3,2,0
62: 477,481,359
62: 478,477,359
62: 20,478,477
62: 478,20,477
62: 477,480,478
62: 482,480,359
62: 20,478,480
62: 478,20,479
62: 359,20,482
60: 2,3,1
60: 4,5,2
60: 5,2
60: 478,20,482
60: 479,478,477
60: 482,477,20
60: 479,359,481
60: 481,20
58: 5,1,3
58: 5,1
58: 479,20,478
58: 478,359,480
58: 482,481,477
58: 477,20,478
58: 481,477,482
58: 477,482,481
58: 20,480,481
56: 3,4,5
56: 2,5,0
56: 2,5,1
56: 478,20,359
56: 478,20,480
56: 480,477,482
56: 478,477,480
56: 478,477,479
56: 478,359,477
54: 479,482,477
54: 478,477,20
54: 477,478,359
54: 478,479,359
54: 478,482,481
54: 359,20,478
54: 359,481,477
54: 477,479,478
54: 481,482,479
54: 20,478,482
52: 1,5,4
52: 479,481,20
52: 479,477,482
52: 480,478,477
52: 480,359,481
52: 478,480
50: 2,1,4
50: 2,4,5
50: 2,4,1
50: 3,2
50: 478,482,477
50: 480,20,481
50: 359,479,481
50: 477,478,479
50: 477,481,480
50: 482,480,478
50: 480,20,482
50: 478,482,359
50: 481,20,479
50: 480,478
48: 2,5,4
48: 5,3,4
48: 3,5,1
48: 2,5,3
48: 4,5,1
48: 1,4,5
48: 359,480,481
48: 480,478,359
48: 482,480,20
48: 478,482,480
48: 477,478,481
48: 20,479,482
46: 5,0,4
46: 3,5
46: 478,480,359
46: 478,480,20
46: 480,478,482
46: 480,359,482
46: 477,478,20
46: 478,480,477
46: 359,478,477
46: 479,359,478
46: 481,479,20
46: 477,482
46: 480,482
44: 4,2,5
44: 2,3,5
44: 5,2,1
44: 479,481,359
44: 479,481,482
44: 480,481,477
44: 478,479,20
44: 478,477,481
44: 482,478,480
44: 481,480,477
44: 20,482,478
44: 478,479,477
44: 478,359,482
44: 477,478,480
44: 359,478,480
42: 5,4,0
42: 5,2,3
42: 4,3,2
42: 4,2
42: 5,3
42: 480,482,477
42: 480,482,359
42: 482,480,477
42: 482,20,477
42: 482,477,481
42: 20,481,478
42: 359,481,20
42: 478,482,20
40: 4,2,1
40: 3,4,2
40: 481,479,478
40: 478,481,479
40: 479,20,482
40: 20,482,479
40: 477,482,480
40: 482,20,480
40: 359,479,478
40: 478,480,479
40: 478,479
40: 0,776
38: 3,5,0
38: 5,3,1
38: 359,478,479
38: 480,478,20
38: 479,482,481
38: 481,482,477
38: 359,478,482
38: 477,480,482
38: 481,480,359
38: 477,479,482
38: 480,481
38: 478,481
38: 359,481
36: 5,2,4
36: 5,2,0
36: 5,4
36: 479,478,20
36: 478,481,477
36: 481,479,480
36: 481,477,359
36: 481,359,480
36: 359,480,482
36: 477,481,478
36: 482,479,480
36: 478,481,482
34: 4,1,5
34: 3,2,5
34: 477,359,482
34: 477,478,482
34: 481,20,480
34: 481,20,478
34: 480,20,478
34: 479,478,359
34: 481,359,477
34: 480,482,20
34: 478,482,479
34: 482,359,480
34: 481,482,480
34: 480,482,481
34: 479,481,480
34: 482,20
34: 481,482
34: 482,477
32: 4,2,3
32: 480,482,478
32: 359,478,481
32: 478,359,479
32: 480,479,481
32: 480,478,481
32: 359,482,480
32: 481,480
32: 482,478
30: 5,1,4
30: 5,3,2
30: 3,5,2
30: 480,479,482
30: 480,481,482
30: 479,482,20
30: 477,482,359
30: 480,481,359
30: 479,478,481
30: 359,482,477
30: 482,479,477
30: 479,481,478
30: 477,482,478
30: 481,479,359
30: 359,482,479
28: 3,5,4
28: 5,0,2
28: 5,4,3
28: 4,5
28: 481,482,478
28: 478,477,482
28: 481,477,478
28: 359,481,480
28: 359,477,478
28: 359,482,20
28: 480,479,478
28: 482,481,478
28: 482,477,479
28: 481,479,482
28: 481,20,359
28: 482,480,481
28: 479,482,478
28: 480,478,479
28: 477,482,479
28: 478,479,481
28: 478,481,20
28: 482,477,478
28: 359,478
26: 3,2,4
26: 4,5,3
26: 5,4,2
26: 482,481,20
26: 478,359,481
26: 478,480,482
26: 481,478,477
26: 482,20,359
26: 481,480,20
26: 481,478,479
26: 479,478,480
26: 479,480,481
26: 481,359
24: 4,3,5
24: 479,478,482
24: 481,478,359
24: 481,478,482
24: 478,481,480
24: 482,481,480
24: 479,480,482
24: 482,359,478
24: 479,482,480
24: 478,480,481
24: 480,481,479
24: 481,359,479
24: 478,479,480
24: 359,477,482
24: 481,477,480
22: 479,480,478
22: 481,482,20
22: 479,482,359
22: 482,478,481
22: 482,481,479
22: 482,20,481
22: 359,482,481
22: 482,479,481
22: 482,359
20: 5,4,1
20: 481,480,478
20: 482,477,359
20: 481,20,482
20: 482,480,479
20: 482,20,479
20: 480,481,478
20: 482,481
20: 479,482
20: 482,479
18: 2,4,3
18: 482,359,20
18: 482,478,359
18: 480,481,20
18: 359,482,478
18: 482,359,481
18: 478,479,482
18: 478,481,359
18: 359,479,482
18: 481,480,479
18: 359,482
17: 477,776
17: 20,776
16: 481,359,20
16: 481,478,20
16: 481,482,359
16: 482,481,359
16: 482,479,359
16: 482,480
16: 481,478
15: 478,776
14: 482,478,477
14: 482,478,20
14: 482,20,478
14: 481,359,482
14: 482,479,478
14: 481,478,480
14: 482,477,480
14: 0,4,776
12: 482,359,477
12: 479,359,482
12: 482,478,479
12: 481,359,478
12: 1,0,776
12: 0,1,776
12: 2,776
11: 0,3,776
11: 1,776
10: 482,359,479
10: 480,482,479
9: 3,776
8: 359,481,478
8: 482,479,20
7: 4,0,776
6: 359,481,482
6: 0,2,776
6: 479,776
5: 479,477,776
4: 8
4: 12
4: 481,480,482
4: 4,776
4: 20,477,776
4: 477,480,776
4: 480,20,776
4: 359,776
4: 480,776
3: 6
3: 14
3: 384
3: 483
3: 146
3: 5,4,776
3: 2,1,776
3: 1,2,776
3: 776,0
3: 776,481,477
3: 20,480,776
3: 359,481,776
3: 479,20,776
3: 20,479,776
3: 480,479,776
3: 20,776,477
3: 776,477
2: 0,7
2: 9
2: 10
2: 11
2: 13
2: 15
2: 343
2: 351
2: 353
2: 356
2: 357
2: 362
2: 369
2: 375
2: 377
2: 379
2: 382
2: 392
2: 397
2: 400
2: 407
2: 410
2: 411
2: 419
2: 420
2: 424
2: 426
2: 433
2: 434
2: 436
2: 441
2: 454
2: 467
2: 471
2: 472
2: 480,483
2: 477,484
2: 146,477
2: 485
2: 486
2: 487
2: 3,0,776
2: 2,5,776
2: 3,776,0
2: 5,3,776
2: 2,0,776
2: 3,4,776
2: 1,4,776
2: 776,0,3
2: 776,0,4
2: 776,5,0
2: 4,1,776
2: 776,0,2
2: 0,776,3
2: 2,776,1
2: 0,5,776
2: 0,776,4
2: 776,4,1
2: 478,776,482
2: 480,477,776
2: 359,478,776
2: 477,20,776
2: 20,478,776
2: 20,359,776
2: 359,479,776
2: 477,359,776
2: 776,20,480
2: 776,479,477
2: 480,482,776
2: 776,20
1: 0,16,4
1: 1,0,17
1: 0,1,18
1: 0,4,19
1: 2,5,20
1: 0,3,21
1: 1,0,22
1: 23,5,0
1: 0,4,24
1: 1,0,25
1: 26,0,4
1: 27,28,29
1: 3,30,1
1: 0,31,32
1: 4,0,33
1: 0,3,34
1: 1,0,35
1: 0,4,36
1: 0,1,37
1: 2,38,3
1: 2,39,40
1: 1,3,41
1: 0,42,43
1: 44,0,1
1: 0,1,45
1: 11,3,46
1: 2,5,47
1: 0,3,48
1: 49,50,51
1: 5,3,52
1: 53,54,55
1: 0,56,57
1: 0,4,58
1: 0,1,59
1: 60,12,19
1: 61,62,63
1: 4,0,64
1: 65,66,67
1: 0,1,9
1: 1,0,68
1: 1,2,69
1: 0,3,70
1: 0,71,72
1: 12,0,3
1: 0,3,73
1: 12,74,75
1: 0,3,76
1: 3,0,12
1: 1,0,77
1: 0,3,78
1: 1,79,80
1: 0,1,81
1: 0,4,82
1: 83,4,1
1: 5,0,84
1: 0,2,85
1: 2,1,86
1: 87,88,0
1: 3,4,89
1: 90,91,92
1: 93,94,95
1: 2,96,1
1: 97,98,99
1: 100,101,5
1: 1,102,103
1: 104,105,106
1: 107,108,109
1: 5,2,110
1: 2,111,112
1: 0,4,113
1: 114,115,116
1: 0,117,118
1: 0,4,119
1: 120,5,0
1: 1,0,121
1: 0,4,122
1: 3,123,124
1: 4,0,125
1: 4,126,127
1: 0,5,128
1: 129,130,131
1: 132,133,134
1: 135,1,3
1: 0,136,137
1: 3,72,138
1: 0,5,139
1: 4,0,140
1: 141,0,3
1: 1,4,142
1: 4,3,143
1: 0,2,144
1: 4,0,12
1: 0,4,145
1: 0,1,146
1: 1,147,148
1: 0,149,150
1: 4,151,152
1: 2,153,154
1: 3,155,156
1: 157,158,159
1: 1,0,160
1: 161,162,163
1: 0,164,165
1: 0,3,166
1: 167,0,2
1: 3,168,169
1: 0,170,1
1: 0,2,171
1: 1,172,0
1: 0,4,173
1: 174,175,176
1: 2,1,177
1: 3,178,179
1: 2,1,180
1: 0,181,3
1: 3,0,182
1: 2,183,184
1: 0,3,185
1: 5,4,186
1: 5,1,187
1: 3,4,146
1: 2,12,1
1: 5,4,6
1: 0,1,188
1: 3,189,0
1: 190,191,192
1: 193,194,195
1: 0,4,196
1: 3,197,198
1: 4,1,199
1: 200,201,202
1: 0,2,203
1: 0,204,205
1: 206,0,4
1: 0,207,208
1: 209,3,2
1: 0,210,211
1: 4,1,212
1: 0,213,214
1: 1,0,215
1: 0,216,217
1: 0,4,218
1: 2,219,220
1: 1,0,221
1: 1,222,223
1: 224,4,1
1: 0,1,225
1: 226,1,0
1: 1,0,227
1: 2,4,228
1: 1,0,229
1: 5,4,230
1: 0,1,231
1: 0,232,4
1: 1,2,233
1: 3,234,235
1: 0,1,236
1: 2,0,237
1: 3,238,0
1: 239,3,0
1: 5,3,240
1: 241,242,243
1: 0,4,8
1: 0,3,244
1: 245,246,247
1: 1,4,248
1: 4,0,151
1: 0,249,250
1: 1,251,252
1: 253,0,2
1: 4,0,254
1: 0,255,256
1: 2,257,258
1: 259,260,261
1: 0,3,262
1: 2,263,264
1: 265,266,267
1: 2,0,268
1: 1,2,269
1: 0,2,270
1: 0,4,9
1: 0,271,272
1: 0,2,273
1: 0,274,3
1: 4,275,276
1: 0,1,277
1: 278,279,280
1: 0,281,5
1: 282,1,2
1: 0,283
1: 284,285
1: 0,286
1: 0,287
1: 0,288
1: 289,290
1: 291,292
1: 0,293
1: 2,294
1: 0,295
1: 4,296
1: 0,297
1: 0,22
1: 0,298
1: 0,299
1: 0,300
1: 3,301
1: 0,302
1: 1,303
1: 304,305
1: 1,306
1: 0,307
1: 2,308
1: 309,0
1: 310,2
1: 0,311
1: 0,312
1: 2,313
1: 1,314
1: 1,9
1: 315,316
1: 0,317
1: 0,318
1: 1,319
1: 2,320
1: 0,321
1: 322,1
1: 323,72
1: 0,324
1: 3,325
1: 2,326
1: 327,328
1: 0,329
1: 1,12
1: 0,330
1: 0,331
1: 8,0
1: 332
1: 333
1: 334
1: 335
1: 336
1: 337
1: 338
1: 339
1: 340
1: 341
1: 342
1: 344
1: 345
1: 346
1: 347
1: 348
1: 349
1: 350
1: 352
1: 354
1: 355
1: 358
1: 72
1: 360
1: 361
1: 363
1: 364
1: 365
1: 366
1: 367
1: 368
1: 370
1: 371
1: 372
1: 373
1: 374
1: 376
1: 378
1: 251
1: 380
1: 381
1: 383
1: 385
1: 386
1: 387
1: 388
1: 389
1: 390
1: 391
1: 393
1: 394
1: 395
1: 396
1: 398
1: 399
1: 401
1: 402
1: 403
1: 404
1: 405
1: 406
1: 408
1: 409
1: 412
1: 413
1: 414
1: 415
1: 416
1: 417
1: 418
1: 421
1: 422
1: 423
1: 425
1: 427
1: 428
1: 429
1: 430
1: 431
1: 432
1: 435
1: 437
1: 438
1: 439
1: 113
1: 440
1: 442
1: 443
1: 444
1: 445
1: 446
1: 447
1: 315
1: 448
1: 449
1: 450
1: 451
1: 452
1: 453
1: 455
1: 456
1: 457
1: 458
1: 459
1: 460
1: 225
1: 461
1: 462
1: 463
1: 464
1: 465
1: 466
1: 468
1: 469
1: 470
1: 473
1: 474
1: 475
1: 476
1: 477,480,488
1: 489,481,477
1: 20,490,491
1: 20,478,492
1: 478,493,494
1: 20,495,65
1: 496,477,478
1: 20,359,476
1: 479,480,497
1: 20,498,499
1: 477,500,501
1: 486,359,479
1: 20,146,477
1: 502,503,103
1: 504,20,480
1: 478,505,482
1: 480,20,506
1: 359,479,507
1: 479,477,508
1: 509,481,477
1: 481,478,510
1: 477,511,512
1: 513,477,481
1: 20,79,80
1: 480,479,514
1: 477,479,12
1: 97,98,515
1: 482,478,516
1: 20,517,518
1: 519,20,480
1: 359,478,520
1: 483,521,478
1: 522,359,20
1: 523,524,525
1: 478,526,527
1: 528,529,530
1: 20,531,477
1: 20,532,533
1: 477,480,534
1: 478,535,480
1: 146,477,479
1: 479,20,536
1: 479,477,537
1: 20,478,538
1: 20,477,539
1: 540,479,477
1: 65,20,479
1: 478,541,542
1: 12,75,74
1: 480,482,543
1: 544,545,479
1: 478,477,12
1: 479,477,546
1: 359,479,6
1: 359,481,547
1: 477,482,548
1: 549,550,551
1: 135,478,482
1: 552,553,554
1: 478,183,555
1: 556,481,478
1: 20,479,557
1: 20,480,558
1: 480,479,300
1: 559,560,561
1: 478,160,562
1: 480,20,81
1: 20,477,25
1: 359,563,564
1: 482,565,480
1: 566,567,568
1: 359,569,570
1: 477,571,572
1: 479,20,573
1: 20,359,574
1: 453,480,481
1: 146,481,477
1: 20,477,143
1: 481,480,89
1: 478,38,479
1: 575,477,576
1: 479,215,482
1: 477,577,578
1: 579,580,581
1: 582,583,584
1: 480,20,585
1: 477,586,587
1: 478,20,457
1: 477,480,588
1: 146,477,20
1: 589,590,591
1: 481,592,477
1: 20,479,593
1: 594,479,477
1: 20,595,596
1: 20,480,597
1: 20,509,218
1: 598,599,600
1: 480,479,601
1: 478,275,276
1: 478,602,603
1: 479,20,144
1: 478,12,482
1: 477,604,20
1: 480,605,20
1: 359,481,606
1: 20,607,608
1: 477,609,610
1: 611,612,613
1: 20,480,614
1: 477,359,615
1: 20,258,479
1: 478,616,617
1: 359,478,618
1: 20,619,620
1: 20,479,65
1: 477,359,621
1: 622,623,624
1: 482,477,182
1: 480,477,625
1: 20,626,481
1: 627,628,629
1: 359,481,630
1: 481,359,540
1: 479,631,632
1: 20,633,477
1: 478,411,634
1: 480,20,635
1: 479,477,636
1: 359,20,637
1: 480,477,255
1: 478,638,639
1: 480,482,640
1: 477,641,479
1: 477,480,642
1: 477,481,643
1: 479,477,644
1: 477,20,645
1: 20,646,647
1: 648,480,482
1: 649,650,651
1: 477,20,652
1: 20,653,654
1: 20,477,655
1: 478,482,6
1: 656,480,479
1: 100,101
1: 477,657
1: 478,658
1: 659,660
1: 479,661
1: 478,317
1: 482,662
1: 479,65
1: 20,663
1: 664,665
1: 477,666
1: 667,668
1: 669,670
1: 477,298
1: 477,396
1: 671,672
1: 480,381
1: 673,674
1: 20,675
1: 676,677
1: 474,20
1: 479,146
1: 359,678
1: 477,679
1: 477,337
1: 479,680
1: 477,681
1: 480,682
1: 683,684
1: 478,294
1: 478,685
1: 686,687
1: 20,670
1: 20,688
1: 479,689
1: 146,480
1: 477,65
1: 477,575
1: 20,540
1: 690,691
1: 409,20
1: 478,320
1: 359,692
1: 693
1: 694
1: 695
1: 696
1: 697
1: 698
1: 699
1: 700
1: 701
1: 702
1: 703
1: 704
1: 705
1: 706
1: 707
1: 708
1: 709
1: 710
1: 711
1: 712
1: 713
1: 714
1: 715
1: 716
1: 717
1: 718
1: 719
1: 720
1: 677
1: 721
1: 722
1: 723
1: 724
1: 725
1: 726
1: 727
1: 728
1: 729
1: 730
1: 731
1: 732
1: 733
1: 734
1: 557
1: 735
1: 736
1: 737
1: 670
1: 738
1: 739
1: 740
1: 741
1: 312
1: 742
1: 743
1: 744
1: 745
1: 746
1: 747
1: 748
1: 661
1: 749
1: 221
1: 750
1: 751
1: 752
1: 753
1: 754
1: 755
1: 756
1: 757
1: 758
1: 759
1: 760
1: 761
1: 762
1: 763
1: 764
1: 765
1: 330
1: 766
1: 767
1: 768
1: 769
1: 84
1: 770
1: 771
1: 772
1: 773
1: 774
1: 775
1: 5,2,776
1: 5,1,776
1: 1,776,0
1: 0,776,1
1: 2,776,3
1: 776,1,3
1: 776,1,0
1: 2,4,776
1: 1,3,776
1: 0,776,5
1: 3,776,1
1: 776,3,0
1: 776,1,2
1: 4,3,776
1: 776,0,1
1: 5,0,776
1: 776,3,2
1: 776,1
1: 776,5
1: 776,3
1: 776,2
1: 481,359,776
1: 776,20,479
1: 477,481,776
1: 481,478,776
1: 477,482,776
1: 20,776,479
1: 776,477,478
1: 481,480,776
1: 477,776,479
1: 479,480,776
1: 479,776,482
1: 776,480,482
1: 776,359,479
1: 359,20,776
1: 480,776,20
1: 776,477,20
1: 482,478,776
1: 477,479,776
1: 477,776,20
1: 776,481,478
1: 478,482,776
1: 776,477,481
1: 481,776,477
1: 478,776,480
1: 478,477,776
1: 482,776,480
1: 776,477,479
1: 482,477,776
1: 776,480,481
1: 776,359,20
1: 478,776,479
1: 20,776,481
1: 478,20,776
1: 776,480,479
1: 776,478,482
1: 482,776
1: 776,480
1: 776,478
1: 776,479
