# UNIQUE PLAYERS: 195
5192: 8,14,66
23: 56,12,76,46
23: 76,56,12,46
23: 37,92,118,26
23: 64,28,66,141
23: 39,112,11,95
23: 88,41,123,137
23: 21,4,65,86
23: 101,85,36,45
23: 69,2,26,118
23: 12,66,134,26
23: 69,41,102,171
23: 86,49,101,43
23: 101,86,43,49
23: 65,141,71,102
23: 77,8,43,41
23: 71,49,47,123
23: 30,47,102,1
23: 38,77,186,37
23: 187,141,160
23: 66,49,2,192
23: 55,92,150,11
23: 34,9,112,47
23: 21,74,69,151
23: 28,56,151,81
23: 9,81,92,32
22: 9,10,8,11
22: 38,39,37,40
22: 41,14,39,42
22: 66,1,65,59
22: 73,72,71
22: 76,77,31,38
22: 78,71,74
22: 10,14,56,81
22: 36,103,53,102
22: 42,104,56,49
22: 116,117,57
22: 118,92,37,26
22: 1,61,86,112
22: 93,121,24,112
22: 66,102,122,24
22: 66,24,122,102
22: 90,45,57,66
22: 34,126,88,125
22: 82,5,55,24
22: 135,33,134
22: 30,14,103,144
22: 103,79,101,46
22: 43,40,26,21
22: 34,5,95,104
22: 69,2,118,26
22: 24,172,7
22: 7,172,24
22: 137,24,33,8
22: 77,43,8,41
22: 37,41,160,2
22: 63,71,193
22: 194,24,6
21: 1,4,3,2
21: 21,24,22,23
21: 21,22,24,23
21: 29,28,14
21: 48,24,47,49
21: 33,60,48,61
21: 69,34,70,24
21: 30,33,60,27
21: 33,60,30,27
21: 56,81,14,10
21: 94,95,93
21: 93,95,94
21: 4,14,74,28
21: 101,44,14,7
21: 44,14,101,7
21: 12,56,76,46
21: 102,122,24,66
21: 115,38,136
21: 100,31,115,28
21: 137,56,121,52
21: 52,121,56,137
21: 56,137,121,52
21: 156,66,155
21: 36,85,101,45
21: 1,104,138,53
21: 53,34,32,102
21: 127,180,61
21: 137,33,24,8
21: 125,67,181
21: 1,102,30,47
21: 41,2,37,160
21: 151,65,189
21: 30,11,132,92
20: 30,33,32,31
20: 24,47,48,49
20: 12,56,55,57
20: 1,59,66,65
20: 21,67,24,31
20: 31,76,77,38
20: 79,53,7,39
20: 53,7,39,79
20: 49,53,66,82
20: 88,28,47,39
20: 108,107,12
20: 37,26,118,92
20: 92,46,123,124
20: 115,100,31,28
20: 66,64,28,141
20: 24,13,28,101
20: 43,39,44,57
20: 44,43,39,57
20: 41,171,69,102
20: 74,41,39,138
20: 67,21,8,102
20: 8,102,67,21
20: 77,8,41,43
20: 56,151,81,28
19: 22,21,23,24
19: 27,26,25
19: 32,30,31,33
19: 34,70,69,24
19: 67,21,24,31
19: 38,77,31,76
19: 31,38,76,77
19: 14,56,10,81
19: 99,14,98
19: 14,74,4,28
19: 103,36,53,102
19: 100,104,11,14
19: 56,104,49,42
19: 46,76,12,56
19: 14,39,5,27
19: 5,14,27,39
19: 112,86,61,1
19: 92,124,123,46
19: 123,46,92,124
19: 92,123,46,124
19: 9,127,112,100
19: 5,55,82,24
19: 28,13,101,24
19: 137,123,71,81
19: 103,30,14,144
19: 127,38,14,56
19: 56,14,38,127
19: 14,38,127,56
19: 46,101,79,103
19: 43,26,21,40
19: 81,9,61,138
19: 91,20,88
19: 20,88,91
19: 33,34,43,160
