1 2 3 4
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 7 8 9
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
1 10 11 12
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
2 1 3 4
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 7 9 8
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 2 4 3
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
1 3 2 4
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
7 1 8 9
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 5 6 2
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 8 7 9
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
1 6 2 5
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
10 1 11 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 11 10 12
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 10 12 11
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
1 6 5 2
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
7 1 9 8
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
10 1 12 11
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 11 12 10
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 5 2 6
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 12 10 11
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
1 8 9 7
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
2 1 4 3
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
6 1 5 2
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 2 5 6
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
1 9 7 8
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 6 2
5 1 2 6
5 1 2 6
5 1 2 6
5 1 2 6
5 1 2 6
5 1 2 6
5 1 2 6
5 1 2 6
5 1 2 6
5 1 2 6
5 1 2 6
5 1 2 6
