Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
London,1948,100m,Freestyle,0,Women,NED,Irma Heijting-Schuhmacher,00:01:08.400000,4
London,1948,100m,Freestyle,0,Women,SWE,Elisabeth Ahlgren,00:01:08.800000,4
London,1948,100m,Freestyle,0,Women,DEN,Fritze Wulf Carstensen,00:01:09.100000,4
London,1948,1500m,Freestyle,0,Men,USA,James Price Jr. Mclane,00:19:18.500000,1
London,1948,1500m,Freestyle,0,Men,AUS,John Birnie Marshall,00:19:31.300000,2
London,1948,1500m,Freestyle,0,Men,HUN,György Mitro,00:19:43.200000,3
London,1948,1500m,Freestyle,0,Men,HUN,György Csordas,00:19:54.200000,4
London,1948,1500m,Freestyle,0,Men,YUG,Marijan Stipetić,00:20:10.700000,4
London,1948,1500m,Freestyle,0,Men,USA,Forbes Holten Jr. Norris,00:20:18.800000,4
London,1948,1500m,Freestyle,0,Men,GBR,Donald Bland,00:20:19.800000,4
London,1948,1500m,Freestyle,0,Men,USA,William W.Jr. Heusner,00:20:45.400000,4
London,1948,200m,Breaststroke,0,Men,USA,Joseph Thomas Verdeur,00:02:39.300000,1
London,1948,200m,Breaststroke,0,Men,USA,Keith Eyre Carter,00:02:40.200000,2
London,1948,200m,Breaststroke,0,Men,USA,Robert Raymond Sohl,00:02:43.900000,4
London,1948,200m,Breaststroke,0,Men,AUS,John Griffith Davies,00:02:43.700000,3
London,1948,200m,Breaststroke,0,Men,YUG,Antun (Tone) Cerer,00:02:46.100000,4
London,1948,200m,Breaststroke,0,Men,BRA,Willy Otto Jordan,00:02:46.400000,4
London,1948,200m,Breaststroke,0,Men,EGY,Ahmed Kandil,00:02:47.500000,4
London,1948,200m,Breaststroke,0,Men,NED,Bob Herbert Bonte,00:02:47.600000,4
London,1948,200m,Breaststroke,0,Women,NED,Petronella (Nel) Van Vliet,00:02:57.200000,1
London,1948,200m,Breaststroke,0,Women,AUS,Beatrice Nancy Lyons,00:02:57.700000,2
London,1948,200m,Breaststroke,0,Women,HUN,Eva Novak-Gerard,00:03:00.200000,3
London,1948,200m,Breaststroke,0,Women,HUN,Eva Szekely,00:03:02.500000,4
London,1948,200m,Breaststroke,0,Women,NED,Adriana Elisabeth De Groot,00:03:06.200000,4
London,1948,200m,Breaststroke,0,Women,GBR,Elizabeth Mabel Church,00:03:06.100000,4
London,1948,200m,Breaststroke,0,Women,NED,Antonia Johanna Hom,00:03:07.500000,4
London,1948,200m,Breaststroke,0,Women,DEN,Jytte Solveig Hansen,00:03:08.100000,4
London,1948,400m,Freestyle,0,Men,USA,William M. Jr. Smith,00:04:41.000000,1
London,1948,400m,Freestyle,0,Men,USA,James Price Jr. Mclane,00:04:43.400000,2
London,1948,400m,Freestyle,0,Men,AUS,John Birnie Marshall,00:04:47.400000,3
London,1948,400m,Freestyle,0,Men,HUN,Geza Kadas,00:04:49.400000,4
London,1948,400m,Freestyle,0,Men,HUN,György Mitro,00:04:49.900000,4
London,1948,400m,Freestyle,0,Men,FRA,Alexandre Jany,00:04:51.400000,4
London,1948,400m,Freestyle,0,Men,GBR,Jack Irwin Hale,00:04:55.900000,4
London,1948,400m,Freestyle,0,Men,ARG,Severo Alfredo Yantorno,00:04:58.700000,4
London,1948,400m,Freestyle,0,Women,USA,Ann Elisabeth Curtis,00:05:17.800000,1
London,1948,400m,Freestyle,0,Women,DEN,Karen Margrethe Harup,00:05:21.200000,2
London,1948,400m,Freestyle,0,Women,GBR,Catherine Gibson,00:05:22.500000,3
London,1948,400m,Freestyle,0,Women,BEL,Fernande Caroen,00:05:25.300000,4
London,1948,400m,Freestyle,0,Women,USA,Brenda Merserau Helser,00:05:26.000000,4
London,1948,400m,Freestyle,0,Women,BRA,Piedade De Azevedo Coutinho,00:05:29.400000,4
London,1948,400m,Freestyle,0,Women,DEN,Fritze Wulf Carstensen,00:05:29.400000,4
London,1948,400m,Freestyle,0,Women,USA,Nancy Merki Lees,00:05:32.900000,4
London,1948,4x100,Freestyle,1,Women,USA,"Thelma H. Kalama, Ann Elisabeth Curtis, Brenda Merserau Helser, Marie Louise Corridon",00:04:29.200000,1
London,1948,4x100,Freestyle,1,Women,DEN,"Greta Marie Andersen, Fritze Wulf Carstensen, Eva Johanne Riise, Karen Margrethe Harup, Elvi Johanne Svendsen",00:04:29.600000,2
London,1948,4x100,Freestyle,1,Women,NLD,"Margot Marsman, Johanna Maria Termeulen, Irma Heijting-Schuhmacher, Marie-Louise Jean Linssen-Vaessen",00:04:31.600000,3
London,1948,4x100,Freestyle,1,Women,GBR,"Margaret Olive Wellington, Patricia Eleanor Nielsen, Lillian Preece, Margaret Therese Girvan, Catherine Gibson, Phyllis Margaret Linton",00:04:34.700000,4
London,1948,4x100,Freestyle,1,Women,HUN,"Zsuzsa Nador, Eva Szekely, Eva Novak-Gerard, Ilona Novak, Judith Temes",00:04:44.800000,4
London,1948,4x100,Freestyle,1,Women,BRA,"Maria Angelica Leao Da Costa, Edith Nogueira Da Gama Groba, Talita De Alencar Rodrigues, Piedade De Azevedo Coutinho",00:04:49.100000,4
London,1948,4x100,Freestyle,1,Women,FRA,"Gisele Vallerey, Josette Arene, Ginette Jany-Sendral, Colette Thomas",00:04:49.800000,4
London,1948,4x100,Freestyle,1,Women,SWE,"Gisela Thidholm, Ingegärd Fredin, Elisabeth Ahlgren, Marianne Lundquist",Disqualified,0
London,1948,4x200,Freestyle,1,Men,USA,"Walter Stephen Ris, Wallace Perry Wolf, William M. Jr. Smith, Edwin Fisher Gilbert, William Henry Iii Dudley, Eugene Roy Rogers, James Price Jr. Mclane",00:08:46.000000,1
London,1948,4x200,Freestyle,1,Men,HUN,"Elemer Szatmari, Geza Kadas, Zoltan Szilard, Imre Nyeki, György Mitro",00:08:48.400000,2
London,1948,4x200,Freestyle,1,Men,FRA,"Rene Cornu, Fernand Martinaux, Alexandre Jany, Georges Vallerey Jr., Joseph Bernardo, Henri Padou Jr.",00:09:08.000000,3
London,1948,4x200,Freestyle,1,Men,SWE,"Per-Olof Östrand, Martin Lunden, Hans Hellbrand, Per-Olof Olsson, Olle Johansson",00:09:09.100000,4
London,1948,4x200,Freestyle,1,Men,YUG,"Branko Vidovic, Boris Skanata",00:09:14.000000,4
London,1948,4x200,Freestyle,1,Men,ARG,"Juan Garay, Jose Duranona, Severo Alfredo Yantorno",00:09:19.200000,4
London,1948,4x200,Freestyle,1,Men,MEX,"Alberto Isaac Ahumada, Ramon Bravo Prieta, Cesar Pineda Borja, Apolonio Castillo Diaz, Clemente Mejia Avila, Angel Maldonado Campos",00:09:20.200000,4
London,1948,4x200,Freestyle,1,Men,BRA,"Paulo Enrique Da Silva, Rolf Egon Kestener, Willy Otto Jordan, Aram Boghossian, Plauto De Barros Guimaraes, Sergio Geraldo De Alencar Rodrigues",00:09:31.000000,4
